date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:12	163421/163421	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Dec%202021%2017:44:11%20GMT	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/icons.html	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/icons.html	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:13	34936/34936	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Dec%202021%2017:44:12%20GMT	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/typography.html	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/typography.html	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:14	18302/18302	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Dec%202021%2017:44:13%20GMT	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:15	16925/16925	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Dec%202021%2017:44:13%20GMT	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/contact.html	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/contact.html	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:15	56042/56042	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/ab.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/ab.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:16	29867/29867	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/ab1.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/ab1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:16	44149/44149	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/k1.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/k1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:16	203598/203598	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/3.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:16	37255/37255	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/k2.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/k2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:16	58169/58169	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/k3.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/k3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:17	14118/14118	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/te1.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/te1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:17	13773/13773	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/te2.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/te2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:17	15611/15611	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/te3.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/te3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:18	85659/85659	---M-Z	200	added ('OK')	application/javascript	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/jquery-2.2.3.min.js	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/jquery-2.2.3.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:18	69707/69707	---M-Z	200	added ('OK')	application/javascript	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/bootstrap.js	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/bootstrap.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:18	3397/3397	---M-Z	200	added ('OK')	application/javascript	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/responsiveslides.min.js	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/responsiveslides.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:19	4053/4053	---M-Z	200	added ('OK')	text/css	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/flexslider.css	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/flexslider.css	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:19	41110/41110	---M-Z	200	added ('OK')	application/javascript	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/jquery.flexslider.js	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/jquery.flexslider.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:19	13797/13797	---M-Z	200	added ('OK')	application/javascript	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/SmoothScroll.min.js	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/SmoothScroll.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:20	1330/1330	---M-Z	200	added ('OK')	application/javascript	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/move-top.js	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/move-top.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:20	4758/4758	---M-Z	200	added ('OK')	application/javascript	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/easing.js	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/easing.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Dec%202021%2017:44:19%20GMT	http://a.vdo.ai/core/v-w3layouts/vdo.ai.js	C:/My%20Web%20Sites/Tour%20Travels/a.vdo.ai/core/v-w3layouts/vdo.ai.1e.delayed	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:21	11375/11375	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2025%20Dec%202021%2017:43:17%20GMT	https://a.vdo.ai/core/v-w3layouts/vdo.ai.js	C:/My%20Web%20Sites/Tour%20Travels/a.vdo.ai/core/v-w3layouts/vdo.ai.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/index.html?_ga=2.131612937.744886612.1640454174-978852616.1640454174)
23:14:22	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.eot	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/bootstrap.css)
23:14:22	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regulard41d.eot	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/bootstrap.css)
23:14:23	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.woff2	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/bootstrap.css)
23:14:24	23424/23424	---M--	200	added ('OK')	font/woff	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.woff	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/bootstrap.css)
23:14:25	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.ttf	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/bootstrap.css)
23:14:25	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/glyphicons-halflings-regular.svg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/bootstrap.css)
23:14:26	176485/176485	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/2.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/style.css)
23:14:26	171159/171159	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/1.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/style.css)
23:14:26	172570/172570	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/bg1.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/bg1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/style.css)
23:14:27	2934/2934	---M--	200	added ('OK')	image/png	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/up.png	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/up.png	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/style.css)
23:14:28	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont3e6e.eot	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/font-awesome.css)
23:14:29	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfontd41d.eot	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/font-awesome.css)
23:14:30	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont3e6e.woff2	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/font-awesome.css)
23:14:31	98024/98024	---M--	200	added ('OK')	font/woff	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont3e6e.woff	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/font-awesome.css)
23:14:32	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/font-awesome.css)
23:14:33	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/fonts/fontawesome-webfont3e6e.svg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/font-awesome.css)
23:14:34	44791/44791	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/t1.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/t1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/about.html)
23:14:35	43421/43421	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/t2.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/t2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/about.html)
23:14:36	39348/39348	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/t3.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/t3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/about.html)
23:14:37	28441/28441	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/t4.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/t4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/about.html)
23:14:38	12275/12275	---M-Z	200	added ('OK')	text/css	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/lsb.css	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/css/lsb.css	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
